server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;16.0;1;25;13.0;15.0
2;1;1.0;9.0;0;8;9.0;8.0
3;2;2.0;28.0;2;14;27.0;26.0
6;2;2.0;8.0;4;20;5.0;6.0
7;2;2.0;17.0;3;9;16.0;15.0
8;3;3.0;12.0;6;22;9.0;9.0
10;3;3.0;26.0;5;11;21.0;23.0
12;4;4.0;6.0;7;8;2.0;2.0
13;8;8.0;29.0;8;21;22.0;21.0
14;8;8.0;22.0;13;12;14.0;14.0
15;8;8.0;21.0;11;22;17.0;13.0
16;8;8.0;16.0;12;1;9.0;8.0
18;8;8.0;25.0;9;28;17.0;17.0
19;8;8.0;17.0;10;15;9.0;9.0
12;10;10.0;19.0;17;16;8.0;9.0
6;10;10.0;36.0;16;19;29.0;26.0
2;10;10.0;40.0;18;9;29.0;30.0
5;10;10.658421662097073;38.65842166209707;14;25;28.0;27.999999999999996
11;10;10.886992579010357;29.886992579010357;15;20;22.0;19.0
8;11;12.0;20.0;22;14;8.0;8.0
1;13;13.19138126143552;33.191381261435524;25;14;21.0;20.000000000000004
4;15;15.309472914729636;35.30947291472964;33;26;18.0;20.000000000000004
16;14;16.0;32.0;30;11;15.0;16.0
0;14;16.0;20.0;28;19;5.0;4.0
19;14;17.0;35.0;29;26;19.0;18.0
7;15;17.0;35.0;31;9;16.0;18.0
9;15;17.71806527951475;45.71806527951475;32;20;28.0;27.999999999999996
12;18;19.0;39.0;37;28;20.0;20.0
8;15;20.0;34.0;34;11;13.0;14.0
0;18;20.0;47.0;35;2;28.0;27.0
17;18;20.782822654228145;45.78282265422814;36;3;25.0;24.999999999999996
15;20;21.0;45.0;38;12;23.0;24.0
14;20;22.0;27.0;39;27;9.0;5.0
18;25;25.0;31.0;40;13;6.0;6.0
10;25;26.0;27.0;41;26;1.0;1.0
14;25;27.0;39.0;42;12;14.0;12.0
10;26;27.0;47.0;43;19;20.0;20.0
3;26;28.0;42.0;44;13;13.0;14.0
13;28;29.0;37.0;45;1;7.0;8.0
11;28;29.886992579010357;36.886992579010354;46;28;5.0;6.9999999999999964
18;28;31.0;34.0;47;7;3.0;3.0
16;32;32.0;37.0;50;27;5.0;5.0
1;28;33.191381261435524;60.191381261435524;48;8;29.0;27.0
18;34;34.0;47.0;56;14;12.0;13.0
8;34;34.0;59.0;58;21;24.0;25.0
19;34;35.0;41.0;59;17;8.0;6.0
7;34;35.0;45.0;54;18;10.0;10.0
4;34;35.30947291472964;50.30947291472964;60;3;12.0;15.0
6;32;36.0;48.0;51;26;12.0;12.0
11;32;36.886992579010354;47.886992579010354;49;0;5.0;11.0
16;34;37.0;65.0;53;2;29.0;28.0
13;34;37.0;38.0;55;22;1.0;1.0
13;34;38.0;46.0;57;10;5.0;8.0
12;39;39.0;59.0;67;6;20.0;20.0
14;39;39.0;50.0;63;20;13.0;11.0
2;39;40.0;49.0;64;23;6.0;9.0
19;39;41.0;49.0;65;23;9.0;8.0
3;39;42.0;59.0;68;3;19.0;17.0
15;43;45.0;58.0;71;29;15.0;13.0
7;39;45.0;62.0;66;9;16.0;17.0
9;43;45.71806527951475;55.71806527951475;69;7;10.0;10.0
17;43;45.78282265422814;67.78282265422814;70;22;21.0;22.0
13;46;46.0;59.0;72;20;15.0;13.0
5;46;46.96524327086449;74.96524327086449;73;25;28.0;28.0
18;46;47.0;49.0;74;0;2.0;2.0
10;32;47.0;57.0;52;29;9.0;10.0
0;37;47.0;69.0;62;1;23.0;22.0
11;14;47.886992579010354;70.88699257901035;27;19;22.0;23.0
6;13;48.0;74.0;24;7;27.0;26.0
18;13;49.0;70.0;26;10;19.0;21.0
19;49;49.0;50.0;75;27;1.0;1.0
2;11;49.0;56.0;20;23;6.0;7.0
19;11;50.0;74.0;19;29;24.0;24.0
4;51;51.0;68.0;77;26;18.0;17.0
14;51;51.0;52.0;76;3;1.0;1.0
14;52;52.0;56.0;83;22;2.0;4.0
9;55;55.71806527951475;63.71806527951475;97;21;7.0;8.0
14;53;56.0;62.0;86;21;7.0;6.0
2;53;56.0;71.0;87;7;13.0;15.0
10;57;57.0;74.0;101;22;12.0;17.0
15;58;58.0;71.0;103;25;15.0;13.0
12;58;59.0;87.0;102;22;28.0;28.0
13;53;59.0;66.0;88;10;5.0;7.0
8;53;59.0;75.0;89;9;17.0;16.0
3;53;59.0;67.0;90;6;7.0;8.0
1;53;60.191381261435524;73.19138126143552;91;23;14.0;13.0
14;53;62.0;78.0;92;29;16.0;16.0
7;53;62.0;74.0;94;27;12.0;12.0
16;61;65.0;68.0;105;12;3.0;3.0
13;66;66.0;82.0;110;4;17.0;16.0
3;67;67.0;97.0;113;9;29.0;30.0
4;68;68.0;70.0;118;19;1.0;2.0
16;68;68.0;82.0;121;19;14.0;14.0
0;68;69.0;83.0;119;25;13.0;14.0
4;69;70.0;96.0;122;22;27.0;26.0
18;69;70.0;78.0;123;12;9.0;8.0
11;68;70.88699257901035;74.88699257901035;117;6;4.0;4.0
15;71;71.0;94.0;128;2;24.0;23.0
2;68;71.0;95.0;116;27;24.0;24.0
1;67;73.19138126143552;99.19138126143552;111;13;26.0;26.0
19;71;74.0;84.0;130;15;9.0;10.0
6;71;74.0;102.0;131;6;28.0;28.0
10;71;74.0;98.0;132;23;22.0;24.0
7;73;74.0;90.0;133;6;18.0;16.0
11;71;74.88699257901035;99.88699257901035;129;10;26.0;25.0
5;67;74.96524327086449;88.96524327086449;114;17;14.0;14.0
8;75;75.0;82.0;134;0;8.0;7.0
9;63;75.99236378157947;79.99236378157947;108;11;4.0;4.0
14;75;78.0;85.0;138;16;7.0;7.0
18;76;78.0;99.0;139;2;19.0;21.0
9;79;79.99236378157947;96.99236378157947;143;22;18.0;17.0
16;81;82.0;101.0;147;25;20.0;19.0
13;71;82.0;105.0;125;24;26.0;23.0
8;81;82.0;106.0;145;23;22.0;24.0
0;81;83.0;105.0;146;0;21.0;22.0
17;79;83.75868680766703;107.75868680766703;142;8;20.0;24.0
19;84;84.0;111.0;149;9;26.0;27.0
14;61;85.0;100.0;107;29;16.0;15.0
12;67;87.0;105.0;112;25;18.0;18.0
5;88;88.96524327086449;90.96524327086449;150;23;1.0;2.0
7;90;90.0;99.0;152;4;9.0;9.0
5;68;90.96524327086449;118.96524327086449;120;11;28.0;28.0
15;91;94.0;117.0;158;12;23.0;23.0
2;95;95.0;104.0;172;8;9.0;9.0
4;92;96.0;118.0;162;4;21.0;22.0
9;93;96.99236378157947;124.99236378157947;166;12;27.0;28.0
3;91;97.0;117.0;154;3;19.0;20.0
10;93;98.0;99.0;170;3;6.0;1.0
