server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;0;0.0;27.0;0;9;28.0;27.0
2;1;1.0;22.0;6;9;13.0;21.0
4;1;1.0;19.0;1;21;20.0;18.0
5;1;1.0;2.0;5;9;1.0;1.0
6;1;1.0;14.0;2;10;12.0;13.0
7;1;1.0;25.0;4;23;23.0;24.0
8;1;1.0;22.0;3;21;20.0;21.0
10;3;3.0;14.0;10;19;11.0;11.0
11;3;3.0;18.0;7;27;14.0;15.0
12;3;3.0;11.0;8;16;8.0;8.0
13;3;3.0;22.0;12;3;17.0;19.0
14;3;3.0;11.0;11;17;8.0;8.0
15;3;3.0;28.0;13;10;28.0;25.0
16;3;3.0;16.0;9;17;13.0;13.0
17;5;5.0;13.0;15;27;9.0;8.0
19;5;5.0;6.0;14;28;3.0;1.0
19;6;6.0;30.0;17;27;25.0;24.0
5;6;6.0;15.0;19;5;10.0;9.0
12;10;11.0;31.0;27;22;18.0;20.0
14;8;11.0;34.0;22;24;24.0;23.0
17;12;13.0;14.0;32;17;3.0;1.0
17;12;14.0;20.0;29;19;8.0;6.0
10;6;14.0;22.0;18;14;8.0;8.0
6;12;14.0;39.0;31;3;26.0;25.0
5;14;15.0;21.0;34;0;5.0;6.0
3;10;15.729029572972241;31.72902957297224;26;23;18.0;16.0
18;14;15.839752164876868;30.83975216487687;33;26;15.0;15.000000000000002
16;6;16.0;36.0;20;3;19.0;20.0
9;10;16.374055149241556;20.374055149241556;28;13;4.0;4.0
11;18;18.0;23.0;36;5;4.0;5.0
4;18;19.0;32.0;35;9;14.0;13.0
17;10;20.0;35.0;25;2;16.0;15.0
9;12;20.374055149241556;45.374055149241556;30;23;25.0;25.0
5;8;21.0;22.0;23;9;1.0;1.0
5;20;22.0;30.0;37;26;8.0;8.0
10;10;22.0;53.0;24;0;29.0;31.0
13;23;23.0;51.0;44;23;25.0;28.0
11;23;23.0;38.0;48;16;13.0;15.0
2;23;23.0;36.0;47;9;13.0;13.0
0;23;23.50243996211566;31.50243996211566;38;14;7.0;8.0
1;23;27.0;46.0;40;24;18.0;19.0
