server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;1;1.0;18.0;0;20;16.0;17.0
1;1;1.0;6.0;1;26;8.0;5.0
2;1;1.0;28.0;2;20;24.0;27.0
3;3;3.0;15.0;3;26;12.0;12.0
4;3;3.0;25.0;7;4;22.0;22.0
6;3;3.0;15.0;6;26;13.0;12.0
8;3;3.0;27.0;5;18;23.0;24.0
10;3;3.0;9.0;4;26;8.0;6.0
12;4;4.0;26.0;10;9;25.0;22.0
13;4;4.0;24.0;9;26;21.0;20.0
16;4;4.0;26.0;8;6;22.0;22.0
17;4;4.0;9.0;14;13;6.0;5.0
19;4;4.0;20.0;12;26;14.0;16.0
15;4;4.0;15.0;13;19;11.0;11.0
1;6;6.0;30.0;15;15;21.0;24.0
11;6;7.738601877711458;16.73860187771146;16;7;8.0;9.000000000000002
17;8;9.0;31.0;19;21;22.0;22.0
10;8;9.0;18.0;17;5;10.0;9.0
14;12;12.729278954036616;21.729278954036616;24;29;11.0;9.0
15;11;15.0;27.0;22;22;12.0;12.0
3;11;15.0;16.0;23;8;1.0;1.0
6;8;15.0;16.0;18;3;1.0;1.0
3;16;16.0;18.0;25;3;2.0;2.0
6;16;16.0;37.0;27;17;27.0;21.0
5;16;16.549756940052376;44.549756940052376;26;20;27.0;28.0
11;18;18.0;38.0;28;17;21.0;20.0
10;18;18.0;37.0;29;1;20.0;19.0
18;20;20.0;48.0;30;14;29.0;28.0
3;21;21.0;22.0;33;17;1.0;1.0
19;21;21.0;40.0;32;9;20.0;19.0
0;21;21.0;41.0;34;5;22.0;20.0
7;21;21.30574030846825;43.305740308468245;31;6;23.0;21.999999999999996
9;22;22.0;39.0;36;18;17.0;17.0
14;22;22.0;29.0;35;12;7.0;7.0
3;24;24.0;48.0;37;10;22.0;24.0
13;25;25.0;35.0;38;19;15.0;10.0
4;28;28.0;44.0;40;18;16.0;16.0
16;28;28.0;50.0;41;21;21.0;22.0
12;28;28.0;39.0;39;26;11.0;11.0
14;29;29.0;37.0;43;12;7.0;8.0
15;29;29.0;44.0;42;22;12.0;15.0
8;30;30.0;50.0;44;4;20.0;20.0
1;30;30.0;52.0;46;15;21.0;22.0
17;30;31.0;58.0;45;9;26.0;27.0
13;32;35.0;51.0;52;19;15.0;16.0
14;35;37.0;47.0;54;24;10.0;10.0
10;32;37.0;64.0;50;7;23.0;27.0
6;32;37.0;50.0;49;7;15.0;13.0
11;38;38.0;56.0;58;11;18.0;18.0
12;32;39.0;59.0;48;29;21.0;20.0
19;32;40.0;63.0;51;25;23.0;23.0
0;38;41.0;70.0;57;8;27.0;29.0
7;42;43.305740308468245;54.305740308468245;65;21;11.0;11.0
4;42;44.0;71.0;67;21;26.0;27.0
15;31;44.0;52.0;47;4;8.0;8.0
5;39;44.549756940052376;58.549756940052376;60;5;15.0;14.0
9;45;45.787717727490104;59.787717727490104;75;15;14.0;14.0
14;46;47.0;71.0;78;3;27.0;24.0
2;39;47.96342122819042;65.96342122819041;61;21;17.0;17.999999999999993
18;45;48.0;77.0;73;14;29.0;29.0
3;39;48.0;53.0;62;23;3.0;5.0
