server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;1;1.0;15.0;0;18;13.0;14.0
2;3;3.0;27.0;8;3;24.0;24.0
3;3;3.0;10.0;4;26;8.0;7.0
4;3;3.0;9.0;1;0;5.0;6.0
5;3;3.0;24.0;2;18;20.0;21.0
6;3;3.0;17.0;6;6;16.0;14.0
7;3;3.0;15.0;5;2;13.0;12.0
8;3;3.0;18.0;3;12;17.0;15.0
9;7;7.0;17.0;12;28;5.0;10.0
17;7;7.0;27.0;11;1;21.0;20.0
11;7;7.0;16.0;9;21;9.0;9.0
12;7;7.0;14.0;13;7;6.0;7.0
14;7;7.0;23.0;10;2;16.0;16.0
15;9;9.0;27.0;16;2;18.0;18.0
4;9;9.0;28.0;14;2;20.0;19.0
3;9;10.0;34.0;15;0;23.0;24.0
0;12;13.515787464831877;37.515787464831874;21;2;24.0;23.999999999999996
12;12;14.0;29.0;23;6;14.0;15.0
7;10;15.0;24.0;19;8;9.0;9.0
1;10;15.0;39.0;18;21;24.0;24.0
11;16;16.0;36.0;25;11;19.0;20.0
9;10;17.0;24.0;17;18;6.0;7.0
6;12;17.0;21.0;22;28;4.0;4.0
18;15;17.544455697578456;25.544455697578456;24;6;7.0;8.0
8;12;18.0;30.0;20;26;13.0;12.0
13;16;19.0323255852247;21.0323255852247;26;1;2.0;2.0
10;21;21.0;22.0;28;10;1.0;1.0
19;21;21.0;29.0;27;11;10.0;8.0
10;22;22.0;23.0;29;20;1.0;1.0
13;22;22.0;51.0;30;3;26.0;29.0
10;24;24.0;28.0;31;10;1.0;4.0
14;24;24.0;33.0;32;23;10.0;9.0
9;24;24.0;34.0;33;25;9.0;10.0
16;27;27.0;28.0;38;23;1.0;1.0
18;27;27.0;53.0;37;22;25.0;26.0
6;27;27.0;52.0;36;29;24.0;25.0
15;27;27.0;42.0;35;25;17.0;15.0
16;29;29.0;30.0;40;2;2.0;1.0
10;29;29.0;52.0;39;13;20.0;23.0
19;29;29.0;37.0;41;10;8.0;8.0
16;30;30.0;59.0;52;13;29.0;29.0
17;30;30.0;54.0;44;28;24.0;24.0
7;30;30.0;33.0;46;15;1.0;3.0
12;30;30.0;50.0;48;26;21.0;20.0
2;30;30.0;35.0;45;28;7.0;5.0
4;30;30.0;37.0;42;29;6.0;7.0
8;30;30.0;50.0;43;6;19.0;20.0
7;30;33.0;39.0;49;23;5.0;6.0
14;32;33.0;40.0;58;16;8.0;7.0
9;30;34.0;35.0;47;0;1.0;1.0
3;30;34.0;40.0;53;3;5.0;6.0
9;31;35.0;65.0;56;23;29.0;30.0
2;30;35.0;53.0;51;17;13.0;18.0
11;30;36.0;45.0;55;21;9.0;9.0
19;30;37.0;56.0;50;19;18.0;19.0
4;36;37.0;58.0;61;11;20.0;21.0
0;36;37.515787464831874;42.515787464831874;62;23;4.0;5.0
7;35;39.0;65.0;59;14;26.0;26.0
1;37;39.0;61.0;65;12;22.0;22.0
14;38;40.0;54.0;69;24;12.0;14.0
3;30;40.0;50.0;54;26;8.0;10.0
5;31;40.34426654169506;67.34426654169506;57;11;28.0;27.0
15;38;42.0;60.0;68;25;17.0;18.0
0;41;42.515787464831874;47.515787464831874;82;26;4.0;5.0
11;42;45.0;59.0;84;6;14.0;14.0
0;37;47.515787464831874;48.515787464831874;66;16;2.0;1.0
0;36;48.515787464831874;54.515787464831874;63;10;2.0;6.0
12;44;50.0;54.0;95;28;7.0;4.0
8;42;50.0;64.0;86;23;14.0;14.0
13;43;51.0;55.0;90;1;2.0;4.0
