server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;0;0.0;11.0;1;26;12.0;11.0
1;0;0.0;13.0;2;21;14.0;13.0
3;0;0.0;6.0;0;14;7.0;6.0
4;2;2.0;19.0;3;6;13.0;17.0
5;3;3.0;16.0;5;25;15.0;13.0
7;3;3.0;7.0;4;7;2.0;4.0
8;4;4.0;29.0;6;19;24.0;25.0
9;4;4.0;17.0;7;27;13.0;13.0
10;4;4.0;7.0;8;14;2.0;3.0
11;7;7.0;13.0;12;3;10.0;6.0
12;7;7.0;9.0;11;25;1.0;2.0
14;7;7.0;19.0;10;12;14.0;12.0
17;7;7.0;15.0;9;2;10.0;8.0
19;10;10.0;34.0;14;0;23.0;24.0
12;10;10.0;17.0;15;4;11.0;7.0
10;10;10.0;31.0;13;13;22.0;21.0
18;12;12.0;28.0;16;23;18.0;16.0
7;12;12.0;36.0;17;2;23.0;24.0
6;13;13.0;21.0;18;18;10.0;8.0
3;13;13.0;37.0;19;2;23.0;24.0
15;14;14.0;39.0;20;2;24.0;25.0
13;15;15.0;22.0;23;3;10.0;7.0
11;15;15.0;37.0;22;16;20.0;22.0
17;15;15.0;34.0;21;8;19.0;19.0
0;16;16.0;26.0;27;14;11.0;10.0
1;16;16.0;41.0;28;25;26.0;25.0
5;16;16.0;33.0;26;0;17.0;17.0
12;16;17.0;45.0;25;29;27.0;28.0
9;16;17.0;30.0;24;20;11.0;13.0
16;18;18.0;29.0;29;21;11.0;11.0
2;21;21.0;39.0;31;3;19.0;18.0
6;21;21.0;47.0;32;19;25.0;26.0
14;21;21.0;26.0;33;23;4.0;5.0
4;21;21.0;22.0;30;8;1.0;1.0
13;21;22.0;34.0;34;2;16.0;12.0
4;23;23.0;38.0;35;6;13.0;15.0
14;23;26.0;52.0;36;20;25.0;26.0
0;25;26.0;35.0;37;11;8.0;9.0
16;27;29.0;44.0;41;7;14.0;15.0
8;27;29.0;54.0;43;5;24.0;25.0
9;27;30.0;33.0;48;18;5.0;3.0
9;27;33.0;52.0;47;0;18.0;19.0
5;25;33.0;60.0;38;20;29.0;27.0
13;33;34.0;47.0;51;21;13.0;13.0
19;34;34.0;61.0;55;7;27.0;27.0
17;29;34.0;39.0;49;24;4.0;5.0
0;27;35.0;39.0;46;12;4.0;4.0
7;27;36.0;43.0;44;9;5.0;7.0
11;33;37.0;56.0;53;28;19.0;19.0
3;29;37.0;44.0;50;14;7.0;7.0
4;33;38.0;48.0;52;5;10.0;10.0
2;39;39.0;50.0;57;1;11.0;11.0
15;34;39.0;68.0;54;9;26.0;29.0
17;37;39.0;59.0;56;4;25.0;20.0
0;39;39.0;61.0;58;23;22.0;22.0
1;40;41.0;54.0;60;21;14.0;13.0
18;41;41.85116404968177;60.85116404968177;65;14;19.0;19.0
16;43;44.0;70.0;67;23;27.0;26.0
3;44;44.0;46.0;68;4;1.0;2.0
12;44;45.0;72.0;69;14;28.0;27.0
3;41;46.0;51.0;62;7;4.0;5.0
13;40;47.0;75.0;59;26;29.0;28.0
6;47;47.0;52.0;73;10;9.0;5.0
4;46;48.0;77.0;71;17;29.0;29.0
2;41;50.0;73.0;61;22;19.0;23.0
10;27;50.81713939144744;78.81713939144744;40;18;28.0;28.0
3;46;51.0;77.0;70;8;23.0;26.0
6;52;52.0;69.0;76;29;16.0;17.0
14;52;52.0;79.0;78;28;29.0;27.0
9;52;52.0;71.0;79;26;19.0;19.0
8;53;54.0;69.0;81;26;14.0;15.0
1;47;54.0;77.0;72;9;22.0;23.0
11;56;56.0;71.0;84;7;11.0;15.0
17;48;59.0;67.0;75;3;10.0;8.0
7;56;59.94725541953001;71.94725541953001;83;24;10.0;12.0
5;58;60.0;85.0;92;29;25.0;25.0
18;58;60.85116404968177;67.85116404968177;90;26;8.0;7.0
19;58;61.0;69.0;94;4;10.0;8.0
0;58;61.0;71.0;91;29;9.0;10.0
17;58;67.0;76.0;89;3;10.0;9.0
18;66;67.85116404968177;95.85116404968177;106;15;28.0;28.0
6;52;69.0;86.0;80;22;17.0;17.0
19;66;69.0;83.0;104;8;13.0;14.0
8;66;69.0;78.0;105;18;9.0;9.0
16;69;70.0;90.0;117;19;22.0;20.0
11;64;71.0;72.0;97;13;3.0;1.0
0;70;71.0;89.0;118;13;18.0;18.0
9;65;71.0;76.0;101;18;5.0;5.0
7;66;71.94725541953001;88.94725541953001;107;18;19.0;17.0
11;65;72.0;76.0;102;4;4.0;4.0
12;67;72.0;78.0;110;24;8.0;6.0
2;64;73.0;97.0;95;16;25.0;24.0
13;73;75.0;82.0;120;13;8.0;7.0
11;69;76.0;96.0;115;16;20.0;20.0
17;67;76.0;86.0;113;16;8.0;10.0
9;65;76.0;92.0;98;25;18.0;16.0
3;41;77.0;84.0;63;9;8.0;7.0
4;58;77.0;78.0;88;26;1.0;1.0
1;66;77.0;89.0;109;13;13.0;12.0
12;56;78.0;102.0;86;14;28.0;24.0
4;78;78.0;79.0;129;26;1.0;1.0
8;70;78.0;96.0;119;29;18.0;18.0
10;78;78.81713939144744;103.81713939144744;130;23;24.0;25.0
4;67;79.0;97.0;111;9;17.0;18.0
13;82;82.0;85.0;135;18;1.0;3.0
15;69;82.12617597351546;94.12617597351546;116;16;13.0;12.0
19;73;83.0;108.0;121;18;24.0;25.0
3;79;84.0;95.0;131;17;12.0;11.0
13;65;85.0;104.0;99;6;21.0;19.0
5;75;85.0;102.0;126;6;18.0;17.0
6;65;86.0;114.0;100;16;28.0;28.0
17;73;86.0;95.0;122;2;10.0;9.0
7;73;88.94725541953001;100.94725541953001;123;11;12.0;12.0
0;85;89.0;94.0;136;3;6.0;5.0
1;85;89.0;108.0;138;23;19.0;19.0
16;88;90.0;100.0;144;24;12.0;10.0
9;75;92.0;95.0;125;14;2.0;3.0
0;93;94.0;123.0;151;21;29.0;29.0
15;93;94.12617597351546;120.12617597351546;149;26;25.0;26.0
3;85;95.0;99.0;137;26;1.0;4.0
17;81;95.0;101.0;134;15;8.0;6.0
9;91;95.0;110.0;147;21;14.0;15.0
