server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;19.0;1;20;17.0;17.0
3;2;2.0;28.0;0;15;27.0;26.0
4;3;3.0;12.0;6;18;7.0;9.0
5;3;3.0;13.0;3;15;9.0;10.0
6;3;3.0;9.0;5;28;9.0;6.0
7;3;3.0;32.0;2;13;29.0;29.0
8;5;5.0;11.0;11;18;5.0;6.0
9;5;5.0;26.0;14;28;22.0;21.0
10;5;5.0;29.0;15;15;22.0;24.0
12;5;5.0;22.0;8;13;20.0;17.0
15;5;5.0;13.0;7;1;8.0;8.0
16;5;5.0;6.0;12;27;1.0;1.0
17;5;5.0;9.0;9;9;4.0;4.0
18;5;5.0;9.0;13;17;5.0;4.0
19;5;5.0;9.0;10;23;5.0;4.0
16;7;7.0;19.0;16;5;10.0;12.0
17;8;9.0;38.0;27;29;29.0;29.0
18;9;9.0;17.0;30;17;5.0;8.0
19;7;9.0;31.0;17;24;22.0;22.0
6;8;9.0;13.0;26;23;3.0;4.0
2;8;9.734863979252541;14.734863979252541;20;2;5.0;5.0
8;8;11.0;13.0;21;13;3.0;2.0
4;8;12.0;20.0;18;20;7.0;8.0
13;8;12.61210767046214;16.61210767046214;19;5;4.0;4.0
1;8;12.890558575984155;38.89055857598416;25;7;26.0;26.000000000000004
8;13;13.0;41.0;33;8;26.0;28.0
15;9;13.0;20.0;32;28;6.0;7.0
5;9;13.0;20.0;29;27;7.0;7.0
6;8;13.0;34.0;23;24;20.0;21.0
11;14;14.305533169556984;15.305533169556984;37;15;4.0;1.0
2;9;14.734863979252541;23.73486397925254;31;4;9.0;9.0
11;14;15.305533169556984;27.305533169556984;34;17;14.0;12.0
18;17;17.0;44.0;43;20;29.0;27.0
16;15;19.0;20.0;42;27;1.0;1.0
0;14;19.0;27.0;36;17;9.0;8.0
14;14;19.29886228557548;36.29886228557548;35;1;17.0;17.0
16;20;20.0;28.0;49;13;7.0;8.0
15;20;20.0;39.0;44;25;19.0;19.0
4;15;20.0;51.0;40;0;29.0;31.0
5;15;20.0;22.0;39;14;6.0;2.0
12;15;22.0;28.0;41;3;5.0;6.0
5;20;22.0;25.0;47;12;1.0;3.0
2;20;23.73486397925254;42.73486397925254;45;23;18.0;18.999999999999996
5;24;25.0;39.0;59;9;14.0;14.0
9;20;26.0;52.0;50;13;28.0;26.0
0;24;27.0;28.0;57;24;2.0;1.0
11;20;27.305533169556984;28.305533169556984;48;23;2.0;1.0
16;28;28.0;42.0;65;25;11.0;14.0
12;20;28.0;41.0;51;2;12.0;13.0
0;9;28.0;57.0;28;7;24.0;29.0
3;15;28.0;56.0;38;16;23.0;28.0
11;28;28.305533169556984;52.30553316955698;61;16;24.0;23.999999999999996
10;28;29.0;52.0;64;6;23.0;23.0
13;23;29.161470561434363;35.16147056143436;54;21;7.0;6.0
19;28;31.0;35.0;63;10;3.0;4.0
7;20;32.0;49.0;46;0;17.0;17.0
6;28;34.0;48.0;62;7;10.0;14.0
19;35;35.0;63.0;73;21;27.0;28.0
13;28;35.16147056143436;46.16147056143436;66;25;11.0;11.0
14;32;36.29886228557548;61.29886228557548;70;0;28.0;25.0
17;31;38.0;44.0;68;21;6.0;6.0
1;38;38.89055857598416;53.89055857598416;75;8;13.0;15.0
15;32;39.0;48.0;71;18;11.0;9.0
5;23;39.0;57.0;55;17;17.0;18.0
8;32;41.0;67.0;69;25;25.0;26.0
12;39;41.0;46.0;77;3;5.0;5.0
