server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
1;2;2.0;30.0;1;26;27.0;28.0
2;2;2.0;25.0;0;25;23.0;23.0
3;4;4.0;20.0;2;8;18.0;16.0
4;6;6.0;21.0;5;12;15.0;15.0
6;6;6.0;31.0;6;6;28.0;25.0
8;6;6.0;9.0;4;16;3.0;3.0
10;6;6.0;16.0;3;4;12.0;10.0
18;7;7.0;31.0;8;27;24.0;24.0
13;7;7.0;20.0;7;16;10.0;13.0
15;9;9.0;18.0;10;9;9.0;9.0
8;9;9.0;23.0;12;14;13.0;14.0
0;9;9.428927397372409;10.428927397372409;9;27;2.0;1.0
12;9;10.023704027247545;34.02370402724755;11;17;24.0;24.0
0;10;10.428927397372409;21.42892739737241;15;20;9.0;11.0
19;10;12.406885989958178;22.406885989958177;14;7;10.0;9.999999999999998
9;10;13.063266688793767;33.06326668879377;16;6;19.0;20.0
7;12;15.375828511321776;28.375828511321778;19;23;16.0;13.000000000000002
11;15;15.449983353441228;31.449983353441226;27;21;15.0;15.999999999999998
10;12;16.0;29.0;17;9;11.0;13.0
16;15;16.121247240070822;39.12124724007082;28;28;24.0;23.0
15;14;18.0;22.0;20;8;7.0;4.0
17;14;18.411365605078593;27.411365605078593;21;20;7.0;9.0
13;16;20.0;22.0;30;28;2.0;2.0
3;14;20.0;44.0;22;4;24.0;24.0
0;21;21.42892739737241;48.428927397372405;40;1;26.0;26.999999999999996
14;21;21.732528395366835;33.732528395366835;38;17;13.0;12.0
15;21;22.0;30.0;37;9;9.0;8.0
13;21;22.0;27.0;42;22;4.0;5.0
19;21;22.406885989958177;49.40688598995818;43;28;25.0;27.0
8;21;23.0;34.0;39;25;9.0;11.0
5;16;23.89635293971274;27.89635293971274;31;8;5.0;4.0
2;15;25.0;51.0;26;9;27.0;26.0
13;24;27.0;35.0;45;16;10.0;8.0
17;15;27.411365605078593;45.41136560507859;25;4;18.0;18.0
5;20;27.89635293971274;48.89635293971274;36;14;22.0;21.0
7;15;28.375828511321778;29.375828511321778;24;13;2.0;1.0
10;21;29.0;36.0;41;5;6.0;7.0
7;26;29.375828511321778;40.37582851132178;48;7;11.0;11.0
15;17;30.0;42.0;34;23;12.0;12.0
1;30;30.0;52.0;49;17;21.0;22.0
18;14;31.0;54.0;23;20;20.0;23.0
6;24;31.0;53.0;46;22;23.0;22.0
11;20;31.449983353441226;46.449983353441226;35;28;11.0;15.0
9;32;33.06326668879377;58.06326668879377;51;1;25.0;25.0
14;24;33.732528395366835;61.732528395366835;44;10;27.0;28.0
8;26;34.0;52.0;47;2;19.0;18.0
12;32;34.02370402724755;54.02370402724755;52;16;19.0;20.0
13;35;35.0;47.0;54;23;13.0;12.0
10;35;36.0;45.0;53;21;6.0;9.0
4;36;37.090318068570866;57.090318068570866;56;3;20.0;20.0
16;38;39.12124724007082;53.12124724007082;59;3;13.0;14.0
7;40;40.37582851132178;65.37582851132177;60;0;27.0;24.999999999999993
15;40;42.0;65.0;64;3;21.0;23.0
3;43;44.0;64.0;68;7;20.0;20.0
10;41;45.0;64.0;65;25;20.0;19.0
17;38;45.41136560507859;70.4113656050786;57;5;27.0;25.000000000000007
11;38;46.449983353441226;63.449983353441226;58;17;15.0;17.0
13;35;47.0;67.0;55;20;18.0;20.0
0;40;48.428927397372405;59.428927397372405;62;9;11.0;11.0
5;46;48.89635293971274;65.89635293971274;73;21;19.0;17.0
19;43;49.40688598995818;59.40688598995818;67;20;9.0;10.0
2;41;51.0;60.0;66;23;9.0;9.0
8;50;52.0;53.0;79;24;1.0;1.0
1;44;52.0;58.0;70;13;7.0;6.0
8;40;53.0;69.0;63;3;15.0;16.0
6;48;53.0;75.0;78;22;23.0;22.0
16;53;53.12124724007082;76.12124724007083;88;25;21.0;23.000000000000007
12;53;54.02370402724755;66.02370402724755;91;23;12.0;12.0
4;53;57.090318068570866;87.09031806857087;86;17;27.0;30.0
1;44;58.0;82.0;71;6;23.0;24.0
9;48;58.06326668879377;72.06326668879376;74;11;15.0;13.999999999999993
19;56;59.40688598995818;72.40688598995817;95;2;13.0;12.999999999999993
0;53;59.428927397372405;71.4289273973724;82;0;13.0;12.0
2;48;60.0;62.0;76;14;2.0;2.0
14;56;61.732528395366835;78.73252839536684;94;12;16.0;17.000000000000007
2;61;62.0;84.0;99;7;22.0;22.0
11;61;63.449983353441226;72.44998335344123;98;10;8.0;9.0
10;63;64.0;86.0;101;0;24.0;22.0
3;51;64.0;66.0;80;22;7.0;2.0
15;53;65.0;90.0;87;17;28.0;25.0
7;51;65.37582851132177;70.37582851132177;81;22;4.0;5.0
5;43;65.89635293971274;85.89635293971274;69;11;20.0;20.0
3;53;66.0;94.0;84;15;28.0;28.0
12;59;66.02370402724755;94.02370402724755;97;0;29.0;28.0
13;63;67.0;71.0;103;24;6.0;4.0
8;69;69.0;84.0;107;23;15.0;15.0
7;67;70.37582851132177;77.37582851132177;105;11;6.0;7.0
17;48;70.4113656050786;94.4113656050786;75;24;24.0;24.0
13;69;71.0;86.0;110;23;13.0;15.0
0;69;71.4289273973724;74.4289273973724;112;27;2.0;3.0
9;69;72.06326668879376;75.06326668879376;109;15;4.0;3.0
19;53;72.40688598995817;94.40688598995817;83;11;23.0;22.0
11;71;72.44998335344123;86.44998335344123;114;5;12.0;14.0
0;72;74.4289273973724;92.4289273973724;116;6;19.0;18.0
18;67;74.644186125074;82.644186125074;106;13;7.0;8.0
6;67;75.0;84.0;104;18;10.0;9.0
9;72;75.06326668879376;82.06326668879376;117;25;6.0;7.0
16;69;76.12124724007083;83.12124724007083;111;14;7.0;7.0
7;55;77.37582851132177;102.37582851132177;92;2;25.0;25.0
14;53;78.73252839536684;103.73252839536684;89;25;25.0;25.0
1;78;82.0;108.0;119;26;27.0;26.0
9;82;82.06326668879376;84.06326668879376;131;4;4.0;2.0
18;75;82.644186125074;96.644186125074;118;1;15.0;14.0
16;79;83.12124724007083;93.12124724007083;122;21;7.0;10.0
8;63;84.0;95.0;102;25;9.0;11.0
6;79;84.0;108.0;124;22;23.0;24.0
2;82;84.0;93.0;132;23;9.0;9.0
9;78;84.06326668879376;112.06326668879376;120;8;25.0;28.0
5;79;85.89635293971274;95.89635293971274;126;26;11.0;10.0
13;85;86.0;94.0;134;24;6.0;8.0
10;85;86.0;90.0;136;7;4.0;4.0
11;79;86.44998335344123;88.44998335344123;125;20;4.0;2.0
4;71;87.09031806857087;96.09031806857087;115;16;11.0;9.0
11;87;88.44998335344123;108.44998335344123;143;23;20.0;20.0
15;87;90.0;92.0;145;12;3.0;2.0
10;86;90.0;106.0;140;24;14.0;16.0
15;88;92.0;96.0;147;29;3.0;4.0
0;89;92.4289273973724;101.4289273973724;148;20;9.0;9.0
2;78;93.0;95.0;121;0;2.0;2.0
16;91;93.12124724007083;117.12124724007083;154;23;25.0;24.0
13;90;94.0;105.0;151;16;10.0;11.0
3;90;94.0;122.0;150;15;28.0;28.0
12;85;94.02370402724755;117.02370402724755;137;3;20.0;23.0
19;94;94.40688598995817;110.40688598995817;157;12;16.0;16.0
17;88;94.4113656050786;105.4113656050786;146;27;10.0;11.0
8;89;95.0;121.0;149;19;25.0;26.0
2;85;95.0;123.0;139;9;27.0;28.0
5;81;95.89635293971274;102.89635293971274;129;9;7.0;7.0
15;79;96.0;122.0;123;7;25.0;26.0
4;94;96.09031806857087;111.09031806857087;156;26;14.0;15.0
18;91;96.644186125074;97.644186125074;153;29;2.0;1.0
18;95;97.644186125074;119.644186125074;158;11;24.0;22.0
0;86;101.4289273973724;109.4289273973724;141;20;9.0;8.0
7;101;102.37582851132177;103.37582851132177;171;13;2.0;1.0
5;86;102.89635293971274;116.89635293971274;142;16;14.0;14.0
7;101;103.37582851132177;104.37582851132177;172;12;3.0;1.0
14;85;103.73252839536684;129.73252839536684;133;25;25.0;26.0
7;87;104.37582851132177;110.37582851132177;144;13;2.0;6.0
13;85;105.0;107.0;138;15;2.0;2.0
17;101;105.4113656050786;109.4113656050786;170;8;5.0;4.0
10;101;106.0;129.0;168;0;24.0;23.0
13;106;107.0;113.0;173;10;5.0;6.0
6;101;108.0;118.0;163;29;11.0;10.0
1;46;108.0;135.0;72;26;27.0;27.0
11;101;108.44998335344123;114.44998335344123;164;20;4.0;6.0
17;109;109.4113656050786;117.4113656050786;177;27;10.0;8.0
0;108;109.4289273973724;133.4289273973724;175;17;22.0;24.0
7;101;110.37582851132177;130.37582851132177;162;20;21.0;20.0
19;109;110.40688598995817;132.40688598995817;179;4;23.0;22.0
4;109;111.09031806857087;128.09031806857087;178;18;22.0;17.0
9;97;112.06326668879376;121.06326668879376;161;18;9.0;9.0
13;97;113.0;126.0;160;3;15.0;13.0
11;109;114.44998335344123;121.44998335344123;181;10;8.0;7.0
5;115;116.89635293971274;137.89635293971276;188;18;20.0;21.000000000000014
12;115;117.02370402724755;118.02370402724755;187;6;3.0;1.0
16;109;117.12124724007083;127.12124724007083;176;27;11.0;10.0
17;115;117.4113656050786;128.4113656050786;185;23;7.0;11.0
6;111;118.0;134.0;182;3;16.0;16.0
12;94;118.02370402724755;139.02370402724756;155;7;23.0;21.000000000000014
18;118;119.644186125074;122.644186125074;194;12;2.0;3.0
8;118;121.0;122.0;191;21;1.0;1.0
9;101;121.06326668879376;131.06326668879376;166;12;7.0;10.0
11;119;121.44998335344123;136.4499833534412;196;25;15.0;14.999999999999986
15;122;122.0;129.0;211;13;10.0;7.0
8;119;122.0;127.0;200;17;2.0;5.0
3;118;122.0;149.0;189;3;27.0;27.0
18;113;122.644186125074;140.644186125074;184;24;18.0;17.999999999999986
2;118;123.0;145.0;190;8;22.0;22.0
13;118;126.0;144.0;193;2;16.0;18.0
8;119;127.0;130.0;207;22;4.0;3.0
16;119;127.12124724007083;135.12124724007083;198;19;6.0;8.0
4;119;128.09031806857087;144.09031806857087;205;19;15.0;16.0
17;119;128.4113656050786;137.4113656050786;199;20;7.0;9.0
15;118;129.0;142.0;192;21;11.0;13.0
10;123;129.0;159.0;214;2;28.0;30.0
14;127;129.73252839536684;156.73252839536684;221;10;27.0;27.0
8;128;130.0;140.0;223;10;13.0;10.0
7;123;130.37582851132177;152.37582851132177;216;20;21.0;22.0
9;128;131.06326668879376;146.06326668879376;224;5;13.0;15.0
19;106;132.40688598995817;139.40688598995817;174;23;7.0;7.0
0;119;133.4289273973724;154.4289273973724;197;17;22.0;21.0
6;119;134.0;147.0;195;20;14.0;13.0
1;126;135.0;138.0;218;25;3.0;3.0
16;119;135.12124724007083;158.12124724007083;201;28;24.0;23.0
11;131;136.4499833534412;152.4499833534412;231;13;17.0;16.0
17;134;137.4113656050786;154.4113656050786;238;4;18.0;17.0
5;128;137.89635293971276;143.89635293971276;222;9;7.0;6.0
1;128;138.0;140.0;225;28;3.0;2.0
12;138;139.02370402724756;150.02370402724756;250;21;11.0;11.0
19;136;139.40688598995817;156.40688598995817;241;24;17.0;17.0
8;138;140.0;152.0;244;10;13.0;12.0
1;138;140.0;145.0;247;22;6.0;5.0
18;131;140.644186125074;160.644186125074;230;20;20.0;20.0
5;143;143.89635293971276;147.89635293971276;253;8;5.0;4.0
13;134;144.0;150.0;235;25;4.0;6.0
4;138;144.09031806857087;157.09031806857087;245;22;11.0;13.0
1;131;145.0;172.0;229;11;24.0;27.0
2;136;145.0;146.0;243;1;3.0;1.0
2;136;146.0;148.0;242;14;2.0;2.0
9;145;146.06326668879376;163.06326668879376;256;13;16.0;17.0
6;131;147.0;152.0;233;10;4.0;5.0
5;119;147.89635293971276;151.89635293971276;204;0;3.0;4.0
2;148;148.0;156.0;258;23;9.0;8.0
3;136;149.0;154.0;240;10;3.0;5.0
13;126;150.0;151.0;217;28;2.0;1.0
12;145;150.02370402724756;157.02370402724756;254;14;6.0;7.0
15;148;150.904276899294;170.904276899294;257;22;20.0;20.0
13;140;151.0;158.0;252;16;10.0;7.0
5;131;151.89635293971276;164.89635293971276;232;24;12.0;13.0
8;134;152.0;171.0;236;12;21.0;19.0
6;151;152.0;181.0;262;26;29.0;29.0
7;151;152.37582851132177;175.37582851132177;264;21;22.0;23.0
11;115;152.4499833534412;165.4499833534412;186;1;14.0;13.0
3;138;154.0;164.0;249;19;11.0;10.0
17;122;154.4113656050786;173.4113656050786;212;4;18.0;19.0
0;128;154.4289273973724;180.4289273973724;226;11;26.0;26.0
2;154;156.0;184.0;272;16;29.0;28.0
19;153;156.40688598995817;168.40688598995817;266;17;12.0;12.0
