server;arrival;start;end;client;class;estimated_proc_time;real_proc_time
0;2;2.0;6.0;0;26;5.0;4.0
1;2;2.0;12.0;1;2;12.0;10.0
3;2;2.0;20.0;2;16;18.0;18.0
4;3;3.0;20.0;3;2;17.0;17.0
5;3;3.0;9.0;5;15;6.0;6.0
6;3;3.0;9.0;4;7;7.0;6.0
9;5;5.0;31.0;9;0;26.0;26.0
10;5;5.0;17.0;6;28;11.0;12.0
11;5;5.0;17.0;10;7;12.0;12.0
12;5;5.0;19.0;8;18;15.0;14.0
13;5;5.0;13.0;7;28;4.0;8.0
15;7;7.0;24.0;11;10;17.0;17.0
16;9;9.0;18.0;12;12;10.0;9.0
17;9;9.0;10.0;13;26;2.0;1.0
18;10;10.0;24.0;15;27;12.0;14.0
19;10;10.0;39.0;14;28;29.0;29.0
17;10;10.0;34.0;16;7;23.0;24.0
0;12;12.0;36.0;24;2;22.0;24.0
5;12;12.0;19.0;26;2;7.0;7.0
6;12;12.0;18.0;23;13;7.0;6.0
1;12;12.0;28.0;25;25;17.0;16.0
14;12;12.044167403554848;42.04416740355485;17;20;28.0;30.000000000000004
13;12;13.0;29.0;22;0;17.0;16.0
2;12;16.557443368200854;37.55744336820085;27;19;23.0;20.999999999999996
10;16;17.0;39.0;29;24;20.0;22.0
11;16;17.0;36.0;28;16;19.0;19.0
16;12;18.0;36.0;18;7;19.0;18.0
6;12;18.0;45.0;19;20;25.0;27.0
5;19;19.0;28.0;34;2;7.0;9.0
12;19;19.0;38.0;32;25;19.0;19.0
8;17;19.376738385283794;23.376738385283794;30;9;2.0;4.0
4;20;20.0;39.0;38;27;17.0;19.0
7;20;22.153472236781404;23.153472236781404;39;27;1.0;1.0
7;21;23.153472236781404;25.153472236781404;41;27;1.0;2.0
8;20;23.376738385283794;52.376738385283794;36;10;29.0;29.0
18;20;24.0;37.0;37;16;13.0;13.0
15;20;24.0;32.0;40;2;9.0;8.0
7;21;25.153472236781404;35.153472236781404;42;13;10.0;10.0
5;24;28.0;46.0;43;4;19.0;18.0
1;20;28.0;55.0;35;23;27.0;27.0
13;29;29.0;45.0;53;17;13.0;16.0
9;19;31.0;38.0;33;26;5.0;7.0
15;28;32.0;47.0;50;29;16.0;15.0
3;29;32.32002912709472;48.32002912709472;52;4;17.0;16.0
17;34;34.0;39.0;55;29;6.0;5.0
7;34;35.153472236781404;42.153472236781404;57;15;6.0;7.0
16;27;36.0;51.0;49;24;13.0;15.0
